ID,Source,loc_key,score_Expert,label_Expert,score_EWM,label_EWM,score_CRITIC,label_CRITIC,score_AHP,label_AHP,score_Multiplicative,label_Multiplicative,score_MeanDev,label_MeanDev
3495.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3500.0,4-5,location4,0.29815645033396604,中风险,0.18630200131600838,低风险,0.3987277633550068,高风险,0.5007544504075124,高风险,0.3487354854552197,中风险,0.3619280716928425,高风险
3502.0,4-5,location4,0.1234757459133737,低风险,0.049483089592296726,低风险,0.20936174400882296,中风险,0.26217422869080237,中风险,0.16211355325935362,低风险,0.173673020763974,低风险
3506.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3522.0,4-5,location4,0.22182421268378516,中风险,0.10327817835044609,低风险,0.35471609997735104,高风险,0.42992407903116925,高风险,0.2772597326124091,中风险,0.29597278578632213,中风险
3530.0,4-5,location4,0.15635292753820434,低风险,0.06265866923224528,低风险,0.26510729980322495,中风险,0.33198186313963235,中风险,0.20527860316392077,中风险,0.2199159440583675,中风险
3534.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3538.0,4-5,location4,0.23698465247261302,中风险,0.19640845193888187,低风险,0.2396581063691364,中风险,0.30230784743504147,中风险,0.24628630090684334,中风险,0.24612480191435324,中风险
3541.0,4-5,location4,0.37718571064237594,高风险,0.2859166410718586,中风险,0.4252450427660078,高风险,0.524987313316568,高风险,0.40562864503861656,高风险,0.4120496657181448,高风险
3544.0,4-5,location4,0.07714181070292915,低风险,0.0309146958545451,低风险,0.1307993234241678,低风险,0.16379406798677054,低风险,0.10128088674747404,低风险,0.10850269575516117,低风险
3546.0,4-5,location4,0.24954881651029273,中风险,0.1451319055029976,低风险,0.3509866201517822,高风险,0.4405010455965281,高风险,0.2987858398907517,中风险,0.312206523750436,中风险
3551.0,4-5,location4,0.4489159328801566,高风险,0.3194593305581225,中风险,0.5534879828010667,高风险,0.5546291241862068,高风险,0.45375923761728826,高风险,0.475858812515132,高风险
3553.0,4-5,location4,0.2539445174671842,中风险,0.10176864465444962,低风险,0.43058065100257265,高风险,0.5391966455009362,高风险,0.33340837710929205,中风险,0.35718198038598614,高风险
3557.0,4-5,location4,0.03747906365957472,低风险,0.015019790738524772,低风险,0.06354836792880136,低风险,0.07957874264550786,低风险,0.0492069445520887,低风险,0.05271563377094467,低风险
3575.0,4-5,location4,0.17451511770246497,低风险,0.07650744473235051,低风险,0.2853987411153867,中风险,0.3575340813346257,高风险,0.22492327088401606,中风险,0.239813422394121,中风险
3578.0,4-5,location4,0.15792430058406212,低风险,0.06328839932730096,低风险,0.26777167246148,中风险,0.33531833633309904,中风险,0.20734168742452277,中风险,0.22212613604062667,中风险
3582.0,4-5,location4,0.19909507504089582,低风险,0.07978764868159124,低风险,0.33757959367479906,中风险,0.42273563402163455,高风险,0.2613955462472849,中风险,0.28003429212600833,中风险
3585.0,4-5,location4,0.5775620794297033,高风险,0.47512263693835816,高风险,0.600085025175062,高风险,0.6619613733968632,高风险,0.5714219435701748,高风险,0.5790563451700945,高风险
3586.0,4-5,location4,0.09466906461732673,低风险,0.03793876903861428,低风险,0.1605180055836436,低风险,0.20100942750603076,中风险,0.1242927372928867,低风险,0.13315540070942958,低风险
3595.0,4-5,location4,0.26286587046887294,中风险,0.15341908317373354,低风险,0.36884991051550137,高风险,0.46293427384511465,高风险,0.31438368658182936,中风险,0.3284010891781165,中风险
3602.0,4-5,location4,0.439142406057864,高风险,0.3084049091755308,中风险,0.5475382364413914,高风险,0.5542611188572653,高风险,0.4478643185266956,高风险,0.47006808815806256,高风险
3614.0,4-5,location4,0.29553358188091877,中风险,0.11843552433370595,低风险,0.5010978120283776,高风险,0.6275020920806436,高风险,0.3880114164266063,高风险,0.4156784761475757,高风险
3622.0,4-5,location4,0.5557347306251739,高风险,0.43816959024698565,高风险,0.5978355237024235,高风险,0.7533043719509241,高风险,0.5918774370095248,高风险,0.5964364953001111,高风险
3625.0,4-5,location4,0.15051419947276748,低风险,0.060318790239574406,低风险,0.255207328909907,中风险,0.31958457802288415,中风险,0.19761283086020748,低风险,0.21170356572412183,中风险
3644.0,4-5,location4,0.3117853007789281,中风险,0.1922015232011667,低风险,0.428570727482846,高风险,0.4699455279313864,高风险,0.34398696042529614,中风险,0.3635725928717997,高风险
3645.0,4-5,location4,0.3804457812420261,高风险,0.27269738883507927,中风险,0.4528563318610304,高风险,0.5696930456613379,高风险,0.42262105097436614,高风险,0.43174892211914917,高风险
3656.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3668.0,4-5,location4,0.062080488873989335,低风险,0.06534356087854531,低风险,0.045044053209670386,低风险,0.016254136137032422,低风险,0.04217994390739446,低风险,0.04221391674174938,低风险
3686.0,4-5,location4,0.3154049091770579,中风险,0.1670448873521405,低风险,0.4698106840872632,高风险,0.5892021243049151,高风险,0.3881131926359181,高风险,0.4086858985814396,高风险
3705.0,4-5,location4,0.20961928524742074,中风险,0.1343702382122832,低风险,0.2804732247763669,中风险,0.30124752867719334,中风险,0.22626447086809798,中风险,0.2386969972219478,中风险
3737.0,4-5,location4,0.12299229732681581,低风险,0.049289346849177795,低风险,0.2085420231926283,中风险,0.2611477294430765,中风险,0.1614788248144646,低风险,0.1729930331616275,低风险
3743.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3749.0,4-5,location4,0.06036739500102754,低风险,0.024192323708537085,低风险,0.10235713099114581,低风险,0.12817719873157044,低风险,0.07925745118797092,低风险,0.08490888447708445,低风险
3759.0,4-5,location4,0.23591925411872547,中风险,0.09454499344587718,低风险,0.4000175590938248,高风险,0.5009238699013767,高风险,0.3097426809173912,中风险,0.33182880748035953,中风险
3764.0,4-5,location4,0.2030589934941956,中风险,0.11388038546255541,低风险,0.295929433097654,中风险,0.33832563243694486,中风险,0.23500982291744302,中风险,0.2493784836657181,中风险
3771.0,4-5,location4,0.10999656536197233,低风险,0.044081287854458466,低风险,0.1865068527330008,低风险,0.23355408359018504,中风险,0.14441649188063493,低风险,0.15471407472588145,低风险
3772.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3780.0,4-5,location4,0.22922962719254344,中风险,0.1193271576972528,低风险,0.34476983209353257,中风险,0.4323338820405883,高风险,0.28340078207655184,中风险,0.29881029061045794,中风险
3782.0,4-5,location4,0.13368003436054074,低风险,0.05357247342813971,低风险,0.22666382718203815,中风险,0.28384084372669277,中风险,0.17551094921284063,低风险,0.18802571477895688,低风险
3798.0,4-5,location4,0.2087756699492882,中风险,0.08366716154960648,低风险,0.35399371790682316,高风险,0.4432902982968069,高风险,0.2741053754259229,中风险,0.29365039258441217,中风险
3800.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3803.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3823.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
